City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
262,Victoria,HK,2022-08-11 04:27:53,22.2855,114.1577,81.97,91,92,10.0,overcast clouds
263,Pachperwa,IN,2022-08-11 04:31:47,27.5167,82.65,91.33,55,96,18.81,overcast clouds
264,Weligama,LK,2022-08-11 04:31:47,5.9667,80.4167,83.68,72,96,11.36,overcast clouds
265,Boa Vista,BR,2022-08-11 04:31:47,2.8197,-60.6733,82.38,74,0,2.3,clear sky
266,Damavand,IR,2022-08-11 04:31:48,35.7178,52.065,73.49,46,13,6.78,few clouds
267,Naze,JP,2022-08-11 04:31:30,28.3667,129.4833,83.32,74,100,2.19,overcast clouds
268,Yar-Sale,RU,2022-08-11 04:31:16,66.8333,70.8333,60.17,49,58,10.96,broken clouds
269,Hithadhoo,MV,2022-08-11 04:27:27,-0.6,73.0833,82.18,73,5,11.1,clear sky
270,Lorengau,PG,2022-08-11 04:31:48,-2.0226,147.2712,84.18,69,77,2.04,broken clouds
271,Grand Gaube,MU,2022-08-11 04:31:49,-20.0064,57.6608,71.38,55,75,11.99,broken clouds
272,Laguna,US,2022-08-11 04:31:49,38.421,-121.4238,80.76,56,0,9.22,clear sky
273,Tezu,IN,2022-08-11 04:31:49,27.9167,96.1667,92.28,60,52,3.65,broken clouds
274,Saskylakh,RU,2022-08-11 04:22:48,71.9167,114.0833,49.84,68,100,14.85,overcast clouds
275,Onega,RU,2022-08-11 04:31:50,63.9061,38.1404,62.83,65,97,11.3,overcast clouds
276,Sindou,BF,2022-08-11 04:31:50,10.6667,-5.1667,70.99,96,72,4.0,broken clouds
277,Mahalapye,BW,2022-08-11 04:31:50,-23.1041,26.8142,55.63,57,0,5.14,clear sky
278,Habay,BE,2022-08-11 04:32:21,49.731,5.6175,64.24,71,4,5.59,clear sky
279,Ust-Karsk,RU,2022-08-11 04:32:22,52.7011,118.8077,74.05,45,93,5.19,overcast clouds
280,Liuzhou,CN,2022-08-11 04:32:22,24.3126,109.3892,86.52,67,100,9.8,overcast clouds
281,Huarmey,PE,2022-08-11 04:32:22,-10.0681,-78.1522,61.57,86,39,5.08,scattered clouds
282,Aurora,US,2022-08-11 04:30:28,39.7294,-104.8319,81.39,40,0,20.71,clear sky
283,Katsuura,JP,2022-08-11 04:23:41,35.1333,140.3,83.89,79,39,20.78,scattered clouds
284,Puerto Escondido,MX,2022-08-11 04:27:47,15.85,-97.0667,76.06,96,100,6.38,overcast clouds
285,Broken Hill,AU,2022-08-11 04:32:10,-31.95,141.4333,61.83,37,93,24.72,overcast clouds
286,Tecoanapa,MX,2022-08-11 04:32:23,16.5167,-98.75,79.88,85,96,5.39,overcast clouds
287,Bonavista,CA,2022-08-11 04:32:24,48.6499,-53.1147,56.68,74,100,7.14,overcast clouds
288,Buchanan,LR,2022-08-11 04:32:24,5.8808,-10.0467,75.2,84,99,8.52,overcast clouds
289,Camopi,GF,2022-08-11 04:32:24,3.1655,-52.3158,71.56,99,68,1.43,broken clouds
290,Arlit,NE,2022-08-11 04:29:41,18.7369,7.3853,93.49,30,50,9.01,scattered clouds
291,Pinerovka,RU,2022-08-11 04:32:25,51.562,43.0689,78.64,48,92,10.36,overcast clouds
292,Asau,RO,2022-08-11 04:32:25,46.4333,26.4,59.92,74,20,5.61,few clouds
293,Caravelas,BR,2022-08-11 04:32:26,-17.7125,-39.2481,70.21,78,21,12.26,few clouds
294,Yenagoa,NG,2022-08-11 04:32:26,4.9247,6.2642,74.03,94,99,4.76,light rain
295,Nguruka,TZ,2022-08-11 04:32:27,-5.1092,31.0419,66.74,43,36,6.82,scattered clouds
296,Adrasmon,TJ,2022-08-11 04:32:27,40.6472,69.9856,72.61,25,13,3.6,few clouds
297,La Palma,US,2022-08-11 04:32:27,33.8464,-118.0467,87.31,57,20,5.75,few clouds
298,Olafsvik,IS,2022-08-11 04:32:27,64.8945,-23.7142,49.14,80,100,8.34,overcast clouds
299,Fomboni,KM,2022-08-11 04:32:28,-12.28,43.7425,76.32,70,15,20.22,few clouds
300,East London,ZA,2022-08-11 04:32:28,-33.0153,27.9116,50.94,93,20,1.14,few clouds
301,Comodoro Rivadavia,AR,2022-08-11 04:29:05,-45.8667,-67.5,48.06,61,0,3.44,clear sky
302,Kasongo-Lunda,CD,2022-08-11 04:32:29,-6.4667,16.8167,65.05,54,8,2.44,clear sky
303,Abu Samrah,SY,2022-08-11 04:32:29,35.3029,37.1841,76.69,62,0,13.98,clear sky
304,Walvis Bay,NA,2022-08-11 04:32:29,-22.9575,14.5053,52.09,100,2,3.44,clear sky
305,Shenjiamen,CN,2022-08-11 04:32:30,29.9576,122.298,85.48,77,41,16.35,scattered clouds
306,Igrim,RU,2022-08-11 04:32:30,63.1906,64.4162,55.67,92,100,4.72,moderate rain
307,Lebu,CL,2022-08-11 04:32:30,-37.6167,-73.65,45.14,87,2,4.65,clear sky
308,Dedougou,BF,2022-08-11 04:32:31,12.4667,-3.4667,76.17,83,63,7.27,broken clouds
309,Cap Malheureux,MU,2022-08-11 04:31:10,-19.9842,57.6142,71.47,55,71,11.99,broken clouds
310,Vicksburg,US,2022-08-11 04:32:31,32.3526,-90.8779,75.43,97,0,0.0,clear sky
311,Soyo,AO,2022-08-11 04:30:00,-6.1349,12.3689,69.58,88,94,8.21,overcast clouds
312,Zabid,YE,2022-08-11 04:32:32,14.1951,43.3152,82.27,69,92,11.61,overcast clouds
313,Bubaque,GW,2022-08-11 04:32:32,11.2833,-15.8333,80.33,82,99,10.27,moderate rain
314,Muros,ES,2022-08-11 04:32:32,42.7762,-9.0603,64.17,94,35,3.6,moderate rain
315,Salinopolis,BR,2022-08-11 04:32:33,-0.6136,-47.3561,77.97,85,76,9.42,broken clouds
316,Sambava,MG,2022-08-11 04:32:33,-14.2667,50.1667,70.57,71,72,14.34,light rain
317,Berlevag,NO,2022-08-11 04:32:33,70.8578,29.0864,57.2,88,100,2.3,light rain
318,Guerrero Negro,MX,2022-08-11 04:23:35,27.9769,-114.0611,73.63,72,98,11.25,overcast clouds
319,Haines Junction,CA,2022-08-11 04:32:34,60.7522,-137.5108,47.82,86,100,2.48,overcast clouds
320,Swan Hill,AU,2022-08-11 04:33:04,-35.3378,143.5544,58.73,68,89,11.99,overcast clouds
321,Carutapera,BR,2022-08-11 04:33:05,-1.195,-46.02,75.25,90,16,4.76,few clouds
322,Werda,BW,2022-08-11 04:33:05,-25.2667,23.2833,54.93,32,0,8.19,clear sky
323,Oranjemund,NA,2022-08-11 04:33:05,-28.55,16.4333,51.58,87,54,6.51,broken clouds
324,Lagos,NG,2022-08-11 04:30:10,6.5833,3.75,75.52,89,100,6.06,overcast clouds
325,Bereda,ES,2022-08-11 04:33:06,43.2686,-7.5406,65.41,100,26,0.89,scattered clouds
326,Pangobilian,PH,2022-08-11 04:33:06,8.8011,117.8594,85.3,72,79,5.35,broken clouds
327,Shangzhi,CN,2022-08-11 04:33:07,45.2167,127.9667,77.59,49,2,11.34,clear sky
328,Tandil,AR,2022-08-11 04:33:02,-37.3217,-59.1332,42.69,84,0,8.81,clear sky
329,Ambilobe,MG,2022-08-11 04:33:07,-13.2,49.05,76.32,43,5,8.59,clear sky
330,Norman Wells,CA,2022-08-11 04:33:07,65.282,-126.8329,57.24,51,20,4.61,few clouds
331,Bulungu,CD,2022-08-11 04:33:08,-4.55,18.6,69.84,33,16,1.74,few clouds
332,Tucuma,BR,2022-08-11 04:33:08,-0.1833,-50.05,75.65,92,60,4.85,broken clouds
333,Vardo,NO,2022-08-11 04:33:09,70.3705,31.1107,57.18,94,100,9.22,light rain
334,Ostrovnoy,RU,2022-08-11 04:33:09,68.0531,39.5131,58.73,87,100,29.3,light rain
335,Khani,GE,2022-08-11 04:33:09,41.9563,42.9566,63.97,50,1,2.91,clear sky
336,Gueret,FR,2022-08-11 04:33:10,46.1667,1.8667,57.81,51,0,3.18,clear sky
337,Vestmannaeyjar,IS,2022-08-11 04:33:10,63.4427,-20.2734,51.51,77,98,8.77,overcast clouds
338,Phuket,TH,2022-08-11 04:31:37,8.0,98.25,86.22,74,40,12.66,light rain
339,Riyadh,SA,2022-08-11 04:33:02,24.6877,46.7219,95.14,18,51,19.33,broken clouds
340,Kralendijk,BQ,2022-08-11 04:33:11,12.15,-68.2667,80.58,94,20,6.91,few clouds
341,Taree,AU,2022-08-11 04:31:18,-31.9,152.4667,63.1,54,94,5.86,overcast clouds
342,Antofagasta,CL,2022-08-11 04:33:12,-23.65,-70.4,56.48,83,13,1.92,few clouds
343,Le Pont-De-Claix,FR,2022-08-11 04:33:12,45.1244,5.7064,69.48,63,17,4.32,few clouds
344,Peniche,PT,2022-08-11 04:33:12,39.3558,-9.3811,63.45,94,36,7.63,scattered clouds
345,Husavik,IS,2022-08-11 04:33:13,66.0449,-17.3389,46.85,82,100,2.15,overcast clouds
346,Oussouye,SN,2022-08-11 04:33:13,12.485,-16.5469,79.11,85,99,6.15,overcast clouds
347,Auki,SB,2022-08-11 04:33:14,-8.7676,160.7034,82.17,76,28,1.9,scattered clouds
348,Teguise,ES,2022-08-11 04:33:14,29.0605,-13.564,70.02,68,100,8.05,overcast clouds
349,Santa Isabel,BR,2022-08-11 04:33:14,-23.3156,-46.2214,52.9,93,100,6.87,overcast clouds
350,Namibe,AO,2022-08-11 04:33:15,-15.1961,12.1522,59.99,89,3,2.75,clear sky
351,Iroquois Falls,CA,2022-08-11 04:33:15,48.7669,-80.6831,50.94,92,21,7.74,few clouds
352,Sur,OM,2022-08-11 04:30:44,22.5667,59.5289,92.91,51,100,13.51,overcast clouds
353,Yebaishou,CN,2022-08-11 04:33:15,41.3975,119.6408,87.19,37,20,2.77,few clouds
354,San Policarpo,PH,2022-08-11 04:33:16,12.1791,125.5072,84.0,74,14,6.33,few clouds
355,Mount Gambier,AU,2022-08-11 04:31:33,-37.8333,140.7667,57.56,62,65,9.86,broken clouds
356,Gorom-Gorom,BF,2022-08-11 04:33:16,14.4439,-0.2361,82.36,69,47,11.56,scattered clouds
357,Gucheng,CN,2022-08-11 04:33:17,35.9115,111.3192,89.02,57,97,5.03,overcast clouds
358,Isparta,TR,2022-08-11 04:33:17,38.0,31.0,64.06,75,24,9.46,few clouds
359,La Ronge,CA,2022-08-11 04:33:17,55.1001,-105.2842,64.62,72,0,4.61,clear sky
360,Itambe,BR,2022-08-11 04:33:18,-15.245,-40.6244,59.72,54,6,2.21,clear sky
361,Zhanaozen,KZ,2022-08-11 04:33:18,43.3,52.8,87.93,20,0,9.44,clear sky
362,Gladstone,AU,2022-08-11 04:33:18,-23.85,151.25,73.78,43,40,14.97,scattered clouds
363,Neyshabur,IR,2022-08-11 04:33:19,36.2133,58.7958,74.19,25,0,2.1,clear sky
364,Vila Franca Do Campo,PT,2022-08-11 04:33:19,37.7167,-25.4333,70.2,71,95,5.7,overcast clouds
365,Reyes,BO,2022-08-11 04:33:50,-14.3167,-67.3833,58.93,78,2,1.86,clear sky
366,Margate,GB,2022-08-11 04:33:50,51.3813,1.3862,67.3,95,0,3.0,clear sky
367,Fuyu,CN,2022-08-11 04:33:50,45.1833,124.8167,79.09,41,1,13.35,clear sky
368,Sinazongwe,ZM,2022-08-11 04:33:51,-17.2614,27.4618,63.14,43,0,3.58,clear sky
369,Lavrentiya,RU,2022-08-11 04:33:51,65.5833,-171.0,47.44,87,64,4.76,broken clouds
370,Northam,GB,2022-08-11 04:33:51,51.0333,-4.2167,61.39,60,0,6.6,clear sky
371,Pori,FI,2022-08-11 04:33:52,61.4833,21.7833,64.47,82,0,8.05,clear sky
372,Morehead,US,2022-08-11 04:33:52,37.2711,-87.1764,73.15,100,75,0.0,broken clouds
373,Narsaq,GL,2022-08-11 04:33:52,60.9167,-46.05,46.62,87,100,6.51,overcast clouds
374,Yulara,AU,2022-08-11 04:33:53,-25.2406,130.9889,62.62,25,73,7.85,broken clouds
375,Sept-Iles,CA,2022-08-11 04:33:02,50.2001,-66.3821,60.06,91,100,5.75,overcast clouds
376,Soria,ES,2022-08-11 04:33:53,41.6667,-2.6667,63.1,100,48,3.94,scattered clouds
377,Kutulik,RU,2022-08-11 04:33:53,53.3508,102.7839,67.77,64,93,2.19,light rain
378,Evensk,RU,2022-08-11 04:33:54,61.95,159.2333,53.98,93,100,1.39,light rain
379,Dwarka,IN,2022-08-11 04:33:54,22.2394,68.9678,84.97,77,100,8.75,overcast clouds
380,Nioaque,BR,2022-08-11 04:33:55,-21.1353,-55.83,50.32,86,8,3.87,clear sky
381,Manzanillo,CU,2022-08-11 04:33:55,20.3433,-77.1167,75.78,86,31,11.05,scattered clouds
382,Tobane,BW,2022-08-11 04:33:55,-21.95,27.9,54.48,71,0,2.59,clear sky
383,Damietta,EG,2022-08-11 04:33:55,31.4165,31.8133,78.12,73,0,4.41,clear sky
384,Plettenberg Bay,ZA,2022-08-11 04:33:56,-34.0527,23.3716,54.63,89,100,4.03,overcast clouds
385,Kenai,US,2022-08-11 04:33:56,60.5544,-151.2583,67.03,54,0,6.91,clear sky
386,Caldwell,US,2022-08-11 04:29:49,43.6629,-116.6874,80.67,59,0,4.61,haze
387,Morwell,AU,2022-08-11 04:31:15,-38.2333,146.4,58.33,63,100,6.02,overcast clouds
388,Aquin,HT,2022-08-11 04:33:57,18.2833,-73.4,78.66,82,6,1.03,clear sky
389,Srednekolymsk,RU,2022-08-11 04:33:57,67.45,153.6833,79.29,42,100,0.87,overcast clouds
390,Bartica,GY,2022-08-11 04:33:57,6.4,-58.6167,73.72,99,59,2.13,broken clouds
391,Bengkulu,ID,2022-08-11 04:33:58,-3.8004,102.2655,83.82,68,46,6.73,scattered clouds
392,Opunake,NZ,2022-08-11 04:33:58,-39.4556,173.8583,47.62,63,13,18.5,few clouds
393,Talnakh,RU,2022-08-11 04:33:14,69.4865,88.3972,51.21,53,68,9.28,broken clouds
394,Druskininkai,LT,2022-08-11 04:33:58,54.0167,23.9667,57.65,74,2,5.1,clear sky
395,Nagato,JP,2022-08-11 04:33:59,34.3833,131.2,87.84,65,100,12.71,overcast clouds
396,Cacoal,BR,2022-08-11 04:33:59,-11.4386,-61.4472,64.69,59,3,3.98,clear sky
397,Feldru,RO,2022-08-11 04:34:00,47.2833,24.6,60.71,73,40,5.12,scattered clouds
398,Karkal,IN,2022-08-11 04:34:00,13.2,74.9833,82.22,83,92,8.37,overcast clouds
399,Fort Abbas,PK,2022-08-11 04:34:00,29.1925,72.8536,96.46,42,19,16.93,few clouds
400,Garmsar,IR,2022-08-11 04:34:01,35.2182,52.3409,85.64,29,2,10.47,clear sky
401,Baillif,GP,2022-08-11 04:34:01,16.0202,-61.7463,77.65,82,37,12.82,scattered clouds
402,Hamilton,US,2022-08-11 04:30:08,39.1834,-84.5333,72.66,91,0,6.91,mist
403,Nicoya,CR,2022-08-11 04:34:01,10.1483,-85.452,74.14,94,96,2.39,overcast clouds
404,Pavlogradka,RU,2022-08-11 04:34:02,54.2024,73.5592,74.48,64,72,13.27,light rain
405,Havelock,US,2022-08-11 04:34:02,34.8791,-76.9013,84.18,86,0,6.91,clear sky
406,Borogontsy,RU,2022-08-11 04:34:03,62.6683,131.1683,74.34,48,96,3.11,overcast clouds
407,Kailua,US,2022-08-11 04:34:03,21.4022,-157.7394,85.98,75,40,13.8,scattered clouds
408,Upernavik,GL,2022-08-11 04:34:03,72.7868,-56.1549,40.6,87,100,3.42,overcast clouds
409,Kudahuvadhoo,MV,2022-08-11 04:34:04,2.6708,72.8944,81.68,73,10,2.39,clear sky
410,Ponta Do Sol,PT,2022-08-11 04:34:34,32.6667,-17.1,69.71,87,19,3.4,few clouds
411,Spitsevka,RU,2022-08-11 04:34:35,45.1231,42.5125,72.01,45,0,15.61,clear sky
412,Kununurra,AU,2022-08-11 04:34:35,-15.7667,128.7333,85.98,23,1,12.66,clear sky
413,Inuvik,CA,2022-08-11 04:34:35,68.3499,-133.7218,52.56,82,100,3.44,overcast clouds
414,Najran,SA,2022-08-11 04:34:35,17.4924,44.1277,83.05,35,86,7.25,overcast clouds
415,Quesnel,CA,2022-08-11 04:30:10,52.9999,-122.5029,70.3,56,0,0.0,clear sky
416,Korla,CN,2022-08-11 04:34:36,41.7597,86.1469,93.78,23,73,20.22,broken clouds
417,Cayenne,GF,2022-08-11 04:30:06,4.9333,-52.3333,79.09,1,25,7.83,scattered clouds
418,Sibolga,ID,2022-08-11 04:34:37,1.7427,98.7792,86.65,54,73,5.55,broken clouds
419,Rorvik,NO,2022-08-11 04:34:37,64.8621,11.2373,55.51,94,75,20.71,broken clouds
420,La Asuncion,VE,2022-08-11 04:34:37,11.0333,-63.8628,65.93,100,100,2.3,overcast clouds
421,Tiksi,RU,2022-08-11 04:34:38,71.6872,128.8694,52.3,65,100,1.92,overcast clouds
422,Riverton,US,2022-08-11 04:34:38,40.5219,-111.9391,74.44,67,0,12.66,clear sky
423,Alice Springs,AU,2022-08-11 04:29:58,-23.7,133.8833,56.75,82,100,0.0,overcast clouds
424,Nabire,ID,2022-08-11 04:34:38,-3.3667,135.4833,77.29,86,100,1.03,overcast clouds
425,Yarmouth,US,2022-08-11 04:34:39,41.7057,-70.2286,71.74,86,100,3.44,overcast clouds
426,Vengerovo,RU,2022-08-11 04:34:39,55.6848,76.7471,76.05,62,35,9.53,scattered clouds
427,Kirovskiy,RU,2022-08-11 04:34:39,45.0917,133.5136,80.22,53,94,12.53,overcast clouds
428,Akonolinga,CM,2022-08-11 04:34:40,3.7667,12.25,67.64,98,100,4.25,overcast clouds
429,Kingman,US,2022-08-11 04:31:31,35.1894,-114.053,82.18,56,0,12.66,clear sky
430,Henties Bay,NA,2022-08-11 04:34:40,-22.116,14.2845,51.58,90,3,2.33,clear sky
431,Saint Anthony,US,2022-08-11 04:34:41,45.0205,-93.218,73.8,67,0,6.91,clear sky
432,Oxford,GB,2022-08-11 04:34:41,51.7522,-1.256,59.77,86,0,0.0,clear sky
433,Maragogi,BR,2022-08-11 04:34:41,-9.0122,-35.2225,70.95,89,21,2.64,few clouds
434,Oktyabrskoye,RU,2022-08-11 04:34:42,43.0645,44.7417,64.54,88,0,4.47,clear sky
435,Benguela,AO,2022-08-11 04:34:42,-12.5763,13.4055,64.96,89,30,4.45,scattered clouds
436,Layou,VC,2022-08-11 04:34:42,13.2,-61.2667,77.88,82,64,9.01,broken clouds
437,Chifeng,CN,2022-08-11 04:34:43,42.2683,118.9636,83.97,40,51,0.51,broken clouds
438,Nogliki,RU,2022-08-11 04:34:43,51.8333,143.1667,62.02,77,64,8.68,broken clouds
439,Genhe,CN,2022-08-11 04:34:43,50.7833,121.5167,65.86,47,96,6.76,overcast clouds
440,Knysna,ZA,2022-08-11 04:34:44,-34.0363,23.0471,54.37,93,98,4.18,overcast clouds
441,Taltal,CL,2022-08-11 04:34:44,-25.4,-70.4833,56.77,76,55,1.86,broken clouds
442,Kirakira,SB,2022-08-11 04:34:44,-10.4544,161.9205,81.39,84,45,8.1,scattered clouds
443,Saquarema,BR,2022-08-11 04:34:45,-22.92,-42.5103,64.81,60,42,19.62,scattered clouds
444,Saint-Francois,FR,2022-08-11 04:34:45,46.4154,3.9054,54.68,82,0,2.3,clear sky
445,Tabas,IR,2022-08-11 04:34:45,33.5959,56.9244,89.67,18,0,3.71,clear sky
446,Kloulklubed,PW,2022-08-11 04:34:46,7.0419,134.2556,81.1,67,33,2.01,scattered clouds
447,Sosnovo-Ozerskoye,RU,2022-08-11 04:34:46,52.5249,111.5418,68.07,50,75,6.11,light rain
448,Voyvozh,RU,2022-08-11 04:34:46,62.892,54.9635,55.53,90,100,9.08,overcast clouds
449,Rahimatpur,IN,2022-08-11 04:34:47,17.6,74.2,72.52,89,100,17.09,overcast clouds
450,Chany,RU,2022-08-11 04:34:47,55.3121,76.7647,77.59,54,52,11.86,broken clouds
451,Aden,YE,2022-08-11 04:34:47,12.7794,45.0367,83.12,77,93,17.16,overcast clouds
452,Coahuayana,MX,2022-08-11 04:34:48,18.7333,-103.6833,78.42,87,100,3.13,overcast clouds
453,Norsup,VU,2022-08-11 04:34:48,-16.0667,167.3833,76.24,68,74,17.4,broken clouds
454,Sergeyevka,KZ,2022-08-11 04:34:48,53.88,67.4158,74.16,61,19,8.52,few clouds
455,Presidencia Roque Saenz Pena,AR,2022-08-11 04:34:49,-26.7852,-60.4388,49.14,83,100,6.96,overcast clouds
456,Kilindoni,TZ,2022-08-11 04:34:49,-7.9139,39.6668,76.8,72,45,13.0,scattered clouds
457,Ransang,PH,2022-08-11 04:34:49,8.9603,117.5828,86.52,66,57,4.59,broken clouds
458,Prattville,US,2022-08-11 04:35:20,32.464,-86.4597,72.91,93,0,6.91,clear sky
459,Monte Patria,CL,2022-08-11 04:35:20,-30.6919,-70.9467,59.4,33,99,1.9,overcast clouds
460,Awbari,LY,2022-08-11 04:35:21,26.5921,12.7805,80.19,32,1,9.1,clear sky
461,Alta Floresta,BR,2022-08-11 04:35:21,-9.8756,-56.0861,68.72,61,32,4.29,scattered clouds
462,Atocha,BO,2022-08-11 04:35:21,-20.9333,-66.2333,36.52,10,0,6.04,clear sky
463,Lubao,PH,2022-08-11 04:35:22,14.9167,120.55,91.11,61,100,5.95,overcast clouds
464,Grand-Santi,GF,2022-08-11 04:35:22,4.25,-54.3833,72.72,96,93,2.77,overcast clouds
465,Sterlitamak,RU,2022-08-11 04:35:22,53.6246,55.9502,75.51,62,14,1.14,few clouds
466,Daru,PG,2022-08-11 04:35:22,-9.0763,143.2092,79.97,76,81,16.31,broken clouds
467,Key West,US,2022-08-11 04:35:11,24.5557,-81.7826,87.8,72,20,12.66,few clouds
468,Tubigan,PH,2022-08-11 04:35:23,8.5322,124.3122,85.89,68,64,6.15,broken clouds
469,Nadym,RU,2022-08-11 04:35:23,65.5333,72.5167,60.93,49,67,10.45,broken clouds
470,Flores,GT,2022-08-11 04:35:24,16.9226,-89.8994,73.85,96,100,2.19,overcast clouds
471,Gamba,GA,2022-08-11 04:35:24,-2.65,10.0,68.77,95,45,3.24,scattered clouds
472,Kutum,SD,2022-08-11 04:35:24,14.2,24.6667,70.54,81,98,3.96,light rain
473,Kayes,ML,2022-08-11 04:35:25,14.0,-11.0,75.74,93,100,5.1,overcast clouds
474,Acajutla,SV,2022-08-11 04:35:25,13.5928,-89.8275,77.22,82,100,3.69,light rain
475,Port Hueneme,US,2022-08-11 04:33:18,34.1478,-119.1951,83.79,73,0,4.61,clear sky
476,Kruisfontein,ZA,2022-08-11 04:35:26,-34.0033,24.7314,51.15,91,97,2.42,overcast clouds
477,Kombissiri,BF,2022-08-11 04:35:26,12.0656,-1.3375,75.18,89,50,8.05,scattered clouds
478,Ocean City,US,2022-08-11 04:35:26,39.2776,-74.5746,77.18,91,54,4.0,light rain
479,Oriximina,BR,2022-08-11 04:35:27,-1.7656,-55.8661,75.13,51,89,4.65,overcast clouds
480,Puerto Del Rosario,ES,2022-08-11 04:35:27,28.5004,-13.8627,73.15,68,100,11.5,overcast clouds
481,Sungaipenuh,ID,2022-08-11 04:35:27,-2.0833,101.3833,81.18,57,77,2.82,broken clouds
482,Westport,US,2022-08-11 04:35:28,41.1415,-73.3579,76.55,92,75,5.75,broken clouds
483,Quatre Cocos,MU,2022-08-11 04:35:28,-20.2078,57.7625,71.1,69,91,21.36,light rain
484,Adrar,MR,2022-08-11 04:35:28,20.5022,-10.0711,89.11,33,82,6.13,broken clouds
485,Gat,IL,2022-08-11 04:32:01,31.61,34.7642,77.68,100,4,2.13,clear sky
486,Goiatuba,BR,2022-08-11 04:35:29,-18.0125,-49.3547,51.01,57,94,5.59,overcast clouds
487,Ponnani,IN,2022-08-11 04:35:29,10.767,75.9252,79.92,83,89,10.04,overcast clouds
488,Algeciras,ES,2022-08-11 04:35:29,36.1333,-5.4505,74.88,78,75,5.75,broken clouds
489,Moindou,NC,2022-08-11 04:35:30,-21.6924,165.677,69.19,56,2,17.81,clear sky
490,Keti Bandar,PK,2022-08-11 04:35:30,24.1447,67.4497,82.31,89,100,12.53,overcast clouds
491,Sokoto,NG,2022-08-11 04:35:30,13.0609,5.239,78.22,77,87,10.31,overcast clouds
492,Biak,ID,2022-08-11 04:31:28,-0.9131,122.8766,80.2,82,55,4.74,broken clouds
493,Puqi,CN,2022-08-11 04:35:31,29.7167,113.8833,101.32,36,94,6.98,overcast clouds
494,Rawson,AR,2022-08-11 04:35:31,-43.3002,-65.1023,47.17,61,26,9.37,scattered clouds
495,Binzhou,CN,2022-08-11 04:35:32,37.3667,118.0167,81.32,80,90,7.47,overcast clouds
496,Maryborough,AU,2022-08-11 04:35:32,-25.5333,152.7,69.12,49,79,7.34,broken clouds
497,Contai,IN,2022-08-11 04:35:32,21.7786,87.7536,78.71,90,100,12.35,light rain
498,Ishigaki,JP,2022-08-11 04:35:11,24.3448,124.1572,89.73,70,20,5.75,few clouds
499,Beira,MZ,2022-08-11 04:32:03,-19.8436,34.8389,67.19,89,2,3.74,clear sky
500,Fairlie,GB,2022-08-11 04:35:33,55.756,-4.8556,52.39,79,4,2.06,clear sky
501,Dunedin,NZ,2022-08-11 04:35:07,-45.8742,170.5036,45.81,63,55,1.99,broken clouds
502,Praia Da Vitoria,PT,2022-08-11 04:35:33,38.7333,-27.0667,70.05,83,75,9.86,broken clouds
503,Solnechnyy,RU,2022-08-11 04:35:34,50.7214,136.6319,64.33,80,78,2.55,broken clouds
504,Santa Lucia,ES,2022-08-11 04:36:04,27.9117,-15.5407,63.72,73,75,18.41,broken clouds
505,Piet Retief,ZA,2022-08-11 04:36:04,-27.0071,30.8132,46.58,42,0,3.62,clear sky
506,Matera,IT,2022-08-11 04:36:05,40.5,16.4167,69.33,73,45,7.85,scattered clouds
507,Nanortalik,GL,2022-08-11 04:36:05,60.1432,-45.2371,44.15,99,100,2.84,light rain
508,Ribeira Brava,PT,2022-08-11 04:36:05,32.65,-17.0667,69.71,87,14,2.62,few clouds
509,Lahaina,US,2022-08-11 04:36:06,20.8783,-156.6825,84.2,87,45,12.86,scattered clouds
510,Mwense,ZM,2022-08-11 04:36:06,-10.3845,28.698,59.86,54,4,4.03,clear sky
511,Verkhnyaya Inta,RU,2022-08-11 04:36:07,65.9811,60.3094,61.88,56,97,0.96,overcast clouds
512,Greenfield,US,2022-08-11 04:36:07,42.9614,-88.0126,74.68,78,40,5.75,scattered clouds
513,Buenos Aires,AR,2022-08-11 04:32:03,-34.6132,-58.3772,53.33,76,0,11.5,clear sky
514,San Blas,MX,2022-08-11 04:36:07,21.5167,-105.2667,79.52,87,57,3.11,broken clouds
515,Dali,CN,2022-08-11 04:36:08,25.7,100.1833,79.43,49,49,2.53,scattered clouds
516,San Carlos De Bariloche,AR,2022-08-11 04:33:08,-41.1456,-71.3082,37.15,87,0,9.22,clear sky
517,Komsomolskiy,UZ,2022-08-11 04:36:08,40.4272,71.7189,81.32,26,5,6.91,clear sky
518,Kariba,ZW,2022-08-11 04:36:09,-16.5167,28.8,56.89,72,0,0.0,clear sky
519,Nalut,LY,2022-08-11 04:36:09,30.3333,10.85,76.95,51,0,10.51,clear sky
520,Dukat,RU,2022-08-11 04:36:09,62.55,155.55,56.91,66,100,7.7,overcast clouds
521,Diamantino,BR,2022-08-11 04:36:10,-14.4086,-56.4461,57.74,57,99,3.51,overcast clouds
522,Bathsheba,BB,2022-08-11 04:36:10,13.2167,-59.5167,83.01,83,75,9.22,broken clouds
523,Jaffna,LK,2022-08-11 04:36:10,9.6685,80.0074,84.13,69,95,14.03,overcast clouds
524,Cocula,MX,2022-08-11 04:36:11,20.3652,-103.8222,64.74,93,97,2.1,overcast clouds
525,Didao,CN,2022-08-11 04:36:11,45.3667,130.8,78.91,47,43,10.87,scattered clouds
526,Taoudenni,ML,2022-08-11 04:36:11,22.6783,-3.9836,95.22,16,3,3.22,clear sky
